지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
108,2020.4.9 2:00,6.5,,3.4,340,34,1010.4,4
108,2020.4.9 3:00,5.7,,0.9,320,38,1010.3,3.1
108,2020.4.9 4:00,5.2,,1.8,270,40,1010.3,2.9
108,2020.4.9 5:00,4.6,,1.1,270,44,1010.5,2.3
108,2020.4.9 6:00,4.4,,0.7,270,47,1010.8,1.9
108,2020.4.9 7:00,4.7,,2.1,290,50,1011.5,3.2
108,2020.4.9 8:00,6,,2.8,320,45,1011.9,6.6
108,2020.4.9 9:00,7,,3.8,320,41,1012,12.9
108,2020.4.9 10:00,9,,3.4,320,40,1012.2,21.3
108,2020.4.9 11:00,10,,4,320,37,1012,27.3
108,2020.4.9 12:00,11.4,,3.5,320,34,1011.3,32.2
108,2020.4.9 13:00,13,,4.2,290,30,1010.7,35.3
108,2020.4.9 14:00,13.9,,4.4,320,31,1010.5,35.4
108,2020.4.9 15:00,14.2,,4.8,270,35,1010.2,32.3
108,2020.4.9 16:00,13.8,,4.2,270,39,1010.2,28.9
108,2020.4.9 17:00,13,,4.7,270,42,1010.3,23.1
108,2020.4.9 18:00,12.1,,3.6,250,41,1010.7,15
108,2020.4.9 19:00,10.7,,3.3,270,42,1011.1,10.7
108,2020.4.9 20:00,9.7,,2.7,270,46,1012.1,8.6
108,2020.4.9 21:00,9,,2,270,55,1012.9,7.5
108,2020.4.9 22:00,8.6,,2.5,230,62,1013.4,7.6
108,2020.4.9 23:00,7.9,,1,140,64,1014,6.2
108,2020.4.10 0:00,7.5,,1.6,180,66,1014.1,5.3
108,2020.4.10 1:00,7.5,,2.3,180,63,1014.3,5.4
108,2020.4.10 2:00,7.1,,2.1,160,64,1014,5.1
108,2020.4.10 3:00,6.8,,1.9,140,66,1014.3,4.4
108,2020.4.10 4:00,6.4,,2.2,160,68,1014.6,4.2
108,2020.4.10 5:00,5.9,,2.4,70,68,1014.7,3.7
108,2020.4.10 6:00,5.9,,3.1,90,66,1015,3.8
108,2020.4.10 7:00,6,,2.6,70,67,1015.4,4.7
108,2020.4.10 8:00,7.9,,2.2,90,61,1015.4,9.2
108,2020.4.10 9:00,10.5,,2.1,110,54,1015.9,17.5
108,2020.4.10 10:00,12.3,,1.9,160,48,1015.9,25.8
108,2020.4.10 11:00,13.8,,2.6,110,43,1015.4,31.6
108,2020.4.10 12:00,14,,2.5,250,41,1014.6,27.6
108,2020.4.10 13:00,15.1,,1.6,230,36,1013.5,32.9
108,2020.4.10 14:00,15.4,,2.9,230,37,1013.2,37.1
108,2020.4.10 15:00,16.1,,2.8,290,34,1012.4,37.3
108,2020.4.10 16:00,16.3,,3.9,250,37,1012.1,35.8
108,2020.4.10 17:00,15.2,,3.2,320,41,1012.4,26.3
108,2020.4.10 18:00,13.2,,3.5,290,44,1012.6,17
108,2020.4.10 19:00,11.8,,3.6,290,45,1013.1,11.9
108,2020.4.10 20:00,10.9,,2.6,290,45,1013.4,9.7
108,2020.4.10 21:00,10.5,,1.7,290,49,1013.7,8.7
108,2020.4.10 22:00,10,,1.7,290,56,1013.5,8
108,2020.4.10 23:00,9.3,,2.4,290,65,1013.6,8.3
108,2020.4.11 0:00,8.8,,2.2,290,67,1013.6,7.7
108,2020.4.11 1:00,8.3,,1.8,290,69,1013.2,6.6
108,2020.4.11 2:00,8,,1.9,290,72,1012.9,6.8
108,2020.4.11 3:00,7.5,,1.9,200,72,1012.5,5.6
108,2020.4.11 4:00,7.1,,1.9,250,74,1012.1,4.9
108,2020.4.11 5:00,6.7,,1.5,290,79,1012.1,4.6
108,2020.4.11 6:00,6.4,,1.9,270,83,1012.1,4.5
108,2020.4.11 7:00,6.3,,1.2,290,83,1012.2,5.3
108,2020.4.11 8:00,7.1,,1.5,200,82,1012,9.4
108,2020.4.11 9:00,8.7,,1.9,230,74,1011.7,16
108,2020.4.11 10:00,10.6,,2.3,200,63,1011.6,23.6
108,2020.4.11 11:00,11.9,,3.6,230,57,1011,30.2
108,2020.4.11 12:00,13.2,,2.1,290,49,1010,32
108,2020.4.11 13:00,14.5,,2.9,230,46,1008.9,35
108,2020.4.11 14:00,15.1,,2.9,290,42,1007.8,35.4
108,2020.4.11 15:00,15.2,,3.3,290,39,1007.1,33.7
108,2020.4.11 16:00,14.8,,3.1,290,41,1006.8,28.1
108,2020.4.11 17:00,13.2,,3.6,290,50,1006.5,17.7
108,2020.4.11 18:00,12.4,,4.7,270,51,1006.5,15.7
108,2020.4.11 19:00,10.4,,3.9,290,53,1006.7,10.4
108,2020.4.11 20:00,9.4,,2.2,270,59,1006.8,8.2
108,2020.4.11 21:00,8.7,,2.6,270,66,1007,7
108,2020.4.11 22:00,8,,2.6,230,73,1007.1,6.3
108,2020.4.11 23:00,7.3,,1.4,250,75,1006.5,5.5
108,2020.4.12 0:00,6.9,,1.1,270,76,1006.2,4.9
108,2020.4.12 1:00,6.5,,1.9,230,78,1005.8,4.4
108,2020.4.12 2:00,6.2,,1.4,320,81,1005.3,4
108,2020.4.12 3:00,5.8,,0.3,0,83,1004.9,3.5
108,2020.4.12 4:00,5.5,,0.5,360,85,1004.2,3.2
108,2020.4.12 5:00,4.9,,1.8,70,83,1004.3,2.9
108,2020.4.12 6:00,4.5,,1.9,50,84,1004.2,2.5
108,2020.4.12 7:00,4.7,,2.3,90,84,1004.4,4.2
108,2020.4.12 8:00,7,,2.7,90,75,1004.6,9.6
108,2020.4.12 9:00,10.1,,3.7,90,60,1004.6,17
108,2020.4.12 10:00,13.1,,4,90,51,1004.4,25.2
108,2020.4.12 11:00,13.6,,5.9,90,45,1004.2,22.1
108,2020.4.12 12:00,14.6,,5.5,90,44,1004.2,25.8
108,2020.4.12 13:00,14.3,,7.3,90,47,1004,27.6
108,2020.4.12 14:00,15.1,,5.6,90,43,1003.7,30.6
108,2020.4.12 15:00,14.4,,4.9,70,44,1003.4,24.3
108,2020.4.12 16:00,14.7,,5,90,42,1003.1,27.6
108,2020.4.12 17:00,14.6,,6.3,70,39,1003.1,23.9
108,2020.4.12 18:00,13,,6,70,42,1003.6,14.5
108,2020.4.12 19:00,11.6,,3.9,70,46,1004.1,11
108,2020.4.12 20:00,10.6,,4.4,90,49,1004.8,9
108,2020.4.12 21:00,9.6,,5.1,50,55,1005.5,7.8
108,2020.4.12 22:00,8.4,,4.1,50,57,1005.6,6.1
108,2020.4.12 23:00,7.5,,3.6,70,59,1005.3,5.3
108,2020.4.13 0:00,7.1,,4.4,50,57,1005.1,5.9
108,2020.4.13 1:00,6.3,,2.8,70,54,1005.2,4
108,2020.4.13 2:00,5.7,,3.2,50,57,1004.6,3.2
108,2020.4.13 3:00,5.8,,4.6,50,60,1004.3,3.1
108,2020.4.13 4:00,5.3,,2.2,70,61,1003.7,2.4
108,2020.4.13 5:00,4.9,,2.9,70,60,1003.4,2.1
108,2020.4.13 6:00,4.4,,2.3,70,61,1004.1,2.1
108,2020.4.13 7:00,4.8,,2.6,70,63,1004.4,4.2
108,2020.4.13 8:00,6.4,,1.7,50,57,1004.4,10.8
108,2020.4.13 9:00,9.7,,2.4,90,45,1004.6,19.8
108,2020.4.13 10:00,12.1,,3.4,90,33,1004.5,26.7
108,2020.4.13 11:00,14.1,,3,90,31,1004.3,34.4
108,2020.4.13 12:00,16.2,,3.4,90,25,1003.5,40.3
108,2020.4.13 13:00,17.4,,3.6,90,22,1003,39.9
108,2020.4.13 14:00,18.3,,4,70,20,1002.7,38.2
108,2020.4.13 15:00,19.7,,4.9,50,18,1002.4,40.4
108,2020.4.13 16:00,20.3,,4.5,70,17,1002,36.8
108,2020.4.13 17:00,19.6,,3.5,360,17,1002,29.5
108,2020.4.13 18:00,18.9,,4.6,50,17,1002.4,18.5
108,2020.4.13 19:00,17,,2.7,70,18,1002.8,12.4
108,2020.4.13 20:00,14.8,,2.7,290,37,1003.7,10
108,2020.4.13 21:00,13.4,,2.7,290,40,1004.6,8.5
108,2020.4.13 22:00,12.4,,2.6,290,43,1005,7.4
108,2020.4.13 23:00,11.8,,1.7,290,45,1005.3,6.6
108,2020.4.14 0:00,11,,0.6,320,49,1005.5,5.5
108,2020.4.14 1:00,10.1,,1.5,290,54,1005.6,4.8
108,2020.4.14 2:00,9.9,,1.5,320,60,1005.4,4.8
108,2020.4.14 3:00,9.2,,0.4,0,64,1005.6,4
108,2020.4.14 4:00,8.5,,1.6,320,68,1005.9,3.8
108,2020.4.14 5:00,8,,0.7,320,73,1006.1,3.3
108,2020.4.14 6:00,7.7,,0.9,290,77,1006.6,3.1
108,2020.4.14 7:00,7.8,,1,50,77,1007,5.1
108,2020.4.14 8:00,9.6,,1,200,69,1007.3,12.4
108,2020.4.14 9:00,11.7,,2.4,230,60,1007.5,21.4
108,2020.4.14 10:00,13.7,,2.6,200,50,1007.7,30.4
108,2020.4.14 11:00,15.8,,2.6,200,44,1007.4,37.6
108,2020.4.14 12:00,16.8,,3.6,250,37,1006.8,42.6
108,2020.4.14 13:00,18.4,,3,250,30,1006.2,45.5
108,2020.4.14 14:00,19.6,,3.7,250,28,1005.8,44.9
108,2020.4.14 15:00,18.9,,5,250,25,1005.4,40.5
108,2020.4.14 16:00,18.9,,3.4,270,26,1005,36
108,2020.4.14 17:00,17.9,,3.3,290,25,1004.8,28.8
108,2020.4.14 18:00,16.5,,3.5,290,30,1005,18.3
108,2020.4.14 19:00,14.5,,3,320,34,1005.3,12.8
108,2020.4.14 20:00,13.2,,3.1,290,36,1006,10.4
108,2020.4.14 21:00,12.4,,2.3,290,38,1006.4,9
108,2020.4.14 22:00,11.7,,2.1,290,39,1006.6,7.9
108,2020.4.14 23:00,11,,1.8,290,39,1006.6,7
108,2020.4.15 0:00,10.4,,1.8,290,43,1006.7,6.1
108,2020.4.15 1:00,10,,0.9,320,48,1006.4,5.4
108,2020.4.15 2:00,9.1,,0.9,290,50,1006,4.2
108,2020.4.15 3:00,8.5,,0.5,290,54,1005.7,3.7
108,2020.4.15 4:00,8,,0,0,54,1005.3,3.4
108,2020.4.15 5:00,7.7,,0.8,50,50,1005.1,3.2
108,2020.4.15 6:00,7.3,,0.9,50,50,1005.2,2.9
108,2020.4.15 7:00,7.7,,1.3,50,52,1005.2,5.8
108,2020.4.15 8:00,9.1,,0.7,50,50,1005.4,12
108,2020.4.15 9:00,11.9,,0.8,140,47,1005.6,19.7
108,2020.4.15 10:00,14.5,,2,250,39,1005.5,29
108,2020.4.15 11:00,16.3,,2,270,34,1005.2,35.3
108,2020.4.15 12:00,17.6,,3.6,290,32,1004.3,36.6
108,2020.4.15 13:00,18.7,,3.4,290,29,1003.6,39.6
108,2020.4.15 14:00,19.4,,2.7,320,28,1003.2,38.7
108,2020.4.15 15:00,19.9,,3.7,290,27,1002.7,37.3
108,2020.4.15 16:00,19.2,,4.7,290,32,1002.7,32.4
108,2020.4.15 17:00,17.6,,5.4,290,29,1002.9,24
108,2020.4.15 18:00,16,,4.4,270,30,1003,17.7
108,2020.4.15 19:00,14.8,,3,270,33,1003.5,13.1
108,2020.4.15 20:00,13.7,,2,290,35,1004,10.6
108,2020.4.15 21:00,12.8,,1.2,250,34,1004.8,9.2
108,2020.4.15 22:00,12.4,,1.9,290,38,1005.4,9.1
108,2020.4.15 23:00,11.8,,1.3,320,42,1005.5,8.2
108,2020.4.16 0:00,11.2,,1.8,290,44,1005.8,7.3
108,2020.4.16 1:00,10.7,,1.1,270,46,1006.1,6.5
108,2020.4.16 2:00,10.1,,0.8,340,45,1006,5.3
108,2020.4.16 3:00,9.6,,1.1,90,44,1005.9,4.7
108,2020.4.16 4:00,8.9,,2.8,90,45,1006,4.7
108,2020.4.16 5:00,9.3,,2.9,90,53,1006,5.5
108,2020.4.16 6:00,9.5,,3.5,90,55,1006.5,5.7
108,2020.4.16 7:00,10.1,,3.6,90,54,1007.2,7.7
108,2020.4.16 8:00,12,,3.1,90,49,1007.5,14
108,2020.4.16 9:00,14.3,,3.2,90,44,1008,22.1
108,2020.4.16 10:00,16.5,,3.1,140,38,1008.4,30.6
108,2020.4.16 11:00,18.4,,2.4,110,35,1008,37.5
108,2020.4.16 12:00,20.4,,2,140,32,1007.5,43.2
108,2020.4.16 13:00,21.6,,2.1,110,28,1006.3,45.4
108,2020.4.16 14:00,23,,2,250,26,1005.7,45.1
108,2020.4.16 15:00,23.2,,1.8,180,25,1004.8,41.6
108,2020.4.16 16:00,23.5,,2.1,140,24,1004,38
108,2020.4.16 17:00,23.1,,1.7,140,25,1003.6,30.4
108,2020.4.16 18:00,20.1,,4.5,320,33,1004,21.1
108,2020.4.16 19:00,17.9,,3.6,270,35,1004.5,16.6
108,2020.4.16 20:00,16.7,,1.9,270,39,1005,14.1
108,2020.4.16 21:00,16,,1,270,41,1005.9,12.1
108,2020.4.16 22:00,15.5,,0.9,290,43,1006,12
108,2020.4.16 23:00,15.2,,0.4,0,43,1006.1,12
108,2020.4.17 0:00,14.6,,2.1,90,45,1005.9,11.8
108,2020.4.17 1:00,14.6,,1.5,90,45,1006.1,12.1
108,2020.4.17 2:00,15.3,0,2.3,180,48,1006.1,12.9
108,2020.4.17 3:00,14.5,0,3.7,90,55,1004.1,10.9
108,2020.4.17 4:00,14.2,,3.3,140,53,1004.2,10.6
108,2020.4.17 5:00,13.7,0,2.3,110,55,1003.4,10.8
108,2020.4.17 6:00,13.4,0,4,160,60,1004.3,10.6
108,2020.4.17 7:00,12.3,0.3,2.2,160,68,1004.7,10.4
108,2020.4.17 8:00,11.4,0.3,3.4,160,73,1005,10.5
108,2020.4.17 9:00,10.9,0.3,3.4,110,82,1004.1,10.7
108,2020.4.17 10:00,10.4,0.3,2.5,110,85,1003.6,10.6
108,2020.4.17 11:00,10.8,,2.2,110,81,1003,11.5
108,2020.4.17 12:00,11.8,0,2.4,140,78,1002,12.9
108,2020.4.17 13:00,11.9,0.7,1.9,140,83,1001.7,12.4
108,2020.4.17 14:00,12.1,3.2,1.5,140,88,1001.5,14.5
108,2020.4.17 15:00,13,1.4,1.3,70,88,1000.9,16.7
108,2020.4.17 16:00,13.3,0,2.6,320,85,1000.7,14.9
108,2020.4.17 17:00,13.7,,3.3,320,85,1000.6,16.5
108,2020.4.17 18:00,13.8,,2.3,320,80,1000.3,15.1
108,2020.4.17 19:00,12.8,,1.3,20,81,1000.2,12
108,2020.4.17 20:00,11.9,,1.7,50,85,1000.5,10.2
108,2020.4.17 21:00,11.5,,1,20,87,1000.9,10.1
108,2020.4.17 22:00,11.5,,1.5,290,90,1000.9,9.6
108,2020.4.17 23:00,11.1,,2.1,290,93,1001,10.2
108,2020.4.18 0:00,11.1,,1.8,290,92,1001.3,10.4
108,2020.4.18 1:00,10.8,,2.4,290,93,1001.6,10.7
108,2020.4.18 2:00,10.4,,2.8,290,93,1001.7,9.9
108,2020.4.18 3:00,10.1,,3.8,340,93,1002.3,9.1
108,2020.4.18 4:00,9.5,,3.1,320,90,1002.7,7.8
108,2020.4.18 5:00,9.3,,3.1,320,87,1003.3,7.3
108,2020.4.18 6:00,8.8,,2.7,320,88,1003.9,6.9
108,2020.4.18 7:00,8.5,,1,320,85,1004.8,7.3
108,2020.4.18 8:00,9.9,,1.6,290,77,1005.5,12.1
108,2020.4.18 9:00,12,,2.4,200,69,1006,19.3
108,2020.4.18 10:00,13.8,,1.6,230,61,1006.4,24.8
108,2020.4.18 11:00,14.9,,2.5,320,57,1006.4,27.7
108,2020.4.18 12:00,15.6,,4.3,320,53,1006.3,28.4
108,2020.4.18 13:00,17.8,,2.8,340,48,1006.1,31.8
108,2020.4.18 14:00,17.9,,2.6,320,47,1005.9,31.2
108,2020.4.18 15:00,19.4,,2.5,290,45,1005.3,33.1
108,2020.4.18 16:00,18.7,,3.2,290,47,1005.3,25.9
108,2020.4.18 17:00,17.5,,4.6,270,54,1005.8,21.9
108,2020.4.18 18:00,17.2,,2.9,320,55,1006,18.4
108,2020.4.18 19:00,15.6,,2.4,290,61,1006.4,14.6
108,2020.4.18 20:00,14,,2.9,290,64,1007.3,12.3
108,2020.4.18 21:00,13,,2.2,230,66,1008.6,10.8
108,2020.4.18 22:00,12.5,,2.3,320,68,1008.9,10.1
108,2020.4.18 23:00,12,,1.3,290,72,1008.6,9.5
108,2020.4.19 0:00,11.9,,1.7,270,74,1008.5,9.7
108,2020.4.19 1:00,11.4,,0.6,70,73,1008.2,9.2
108,2020.4.19 2:00,11.3,,2,70,77,1007.6,8.8
108,2020.4.19 3:00,11.3,,2.2,70,81,1007.3,9.1
108,2020.4.19 4:00,11.3,,2.5,70,81,1007.3,9.4
108,2020.4.19 5:00,11.4,,2.9,70,80,1006.9,9.3
108,2020.4.19 6:00,11.7,,3.4,90,79,1007.3,9.7
108,2020.4.19 7:00,12,,2.8,90,75,1007.7,10.7
108,2020.4.19 8:00,12.9,,3.4,90,71,1007.5,13.1
108,2020.4.19 9:00,14.1,,2.6,110,65,1008.1,16.1
108,2020.4.19 10:00,14.6,,2.2,90,62,1007.3,17.2
108,2020.4.19 11:00,15,,3.5,110,59,1006.5,17.4
108,2020.4.19 12:00,15.1,,3.8,90,55,1005.3,17.4
108,2020.4.19 13:00,15.2,,4,90,53,1004.3,17.7
108,2020.4.19 14:00,15.3,,3.9,70,52,1003.2,17.4
108,2020.4.19 15:00,14.7,0.1,2.7,50,60,1002.4,14.9
108,2020.4.19 16:00,13.1,1,1.3,200,72,1002.5,13.1
108,2020.4.19 17:00,12.2,2.5,1.4,20,82,1002.4,12.7
108,2020.4.19 18:00,11.5,2.6,1.8,50,88,1001.7,11.9
108,2020.4.19 19:00,11,2.1,1.9,70,90,1001.4,11.1
108,2020.4.19 20:00,10.7,1.6,3.4,90,92,1000.9,10.7
108,2020.4.19 21:00,10.1,0.3,4.2,90,91,1000.7,10
108,2020.4.19 22:00,9.9,0.1,3.4,70,90,1000.8,9.8
108,2020.4.19 23:00,9.5,0,3.4,90,89,1000,9.4
108,2020.4.20 0:00,9.5,0,2.9,90,87,1000.1,9.3
108,2020.4.20 1:00,9.4,,4,90,85,1000,9
108,2020.4.20 2:00,9.2,,2.4,90,84,999.7,9
108,2020.4.20 3:00,9.1,,2,70,84,999.4,9
108,2020.4.20 4:00,9.2,,1.9,50,83,999.2,8.9
108,2020.4.20 5:00,9.2,,1.3,70,83,999.3,8.8
108,2020.4.20 6:00,9.1,,1.5,50,84,999.2,8.9
108,2020.4.20 7:00,9.4,,0.9,320,83,1000.1,9.7
108,2020.4.20 8:00,9.8,,0.9,140,78,1000.3,11.8
108,2020.4.20 9:00,11,,2.7,270,74,1000.9,13.8
108,2020.4.20 10:00,12,,3.1,230,74,1000.5,19.3
108,2020.4.20 11:00,13.1,,3.3,230,68,1000.3,19.7
108,2020.4.20 12:00,12.5,0,4.5,250,68,1000.1,13.8
108,2020.4.20 13:00,11.4,0.1,4.7,250,79,999.8,12.1
108,2020.4.20 14:00,10.1,0,4.7,250,90,999.9,11.6
108,2020.4.20 15:00,10.7,0,4.6,270,87,999.6,12.7
108,2020.4.20 16:00,12.1,,4.8,270,74,998.9,15.5
108,2020.4.20 17:00,11.9,,4.3,270,70,999.3,15.3
108,2020.4.20 18:00,11.2,,5.4,290,67,999.5,11.8
108,2020.4.20 19:00,10.6,,4.2,270,69,1000.4,9.4
108,2020.4.20 20:00,9.9,,3.9,320,60,1001.8,6.9
108,2020.4.20 21:00,9,,5.1,290,58,1002.9,5.3
108,2020.4.20 22:00,8.4,,4,290,58,1003.4,4.6
108,2020.4.20 23:00,7.9,,2.7,250,61,1003.4,4.3
108,2020.4.21 0:00,7.6,,2.2,250,62,1003.2,4.2
108,2020.4.21 1:00,7.5,,2.7,270,64,1003.3,4.1
108,2020.4.21 2:00,7.5,,2.8,270,73,1003,4.4
108,2020.4.21 3:00,7.5,,2.6,290,81,1002.8,4.5
108,2020.4.21 4:00,7.1,,2.2,290,86,1002.6,4.2
108,2020.4.21 5:00,6.9,,2.3,340,82,1002.6,4.3
108,2020.4.21 6:00,6,,1.2,320,81,1002.4,2.8
108,2020.4.21 7:00,6,,1.7,270,79,1002.9,4.5
108,2020.4.21 8:00,7.7,,3.8,290,65,1003.1,10.5
108,2020.4.21 9:00,8.7,,6.3,320,47,1003.3,12.4
108,2020.4.21 10:00,9.4,,4.9,290,38,1003.7,17.8
108,2020.4.21 11:00,9.8,,6,290,39,1003.6,20.2
108,2020.4.21 12:00,9.5,,5.9,270,42,1003,21.1
108,2020.4.21 13:00,9.9,,7.4,250,33,1002.9,25
108,2020.4.21 14:00,9.6,,8,250,34,1002.8,27.6
108,2020.4.21 15:00,9.6,,7,250,32,1003.1,28
108,2020.4.21 16:00,9,,7,270,34,1002.8,24.1
108,2020.4.21 17:00,8.1,,6.6,290,33,1003.2,16.7
108,2020.4.21 18:00,7.6,,6.5,290,32,1003.6,10.6
108,2020.4.21 19:00,6.4,,6.1,290,35,1004.6,7.7
108,2020.4.21 20:00,5.7,,4.6,290,35,1005.4,5
108,2020.4.21 21:00,5.3,,4.5,290,35,1006.3,3.8
108,2020.4.21 22:00,5,,4.3,290,37,1006.5,2.9
108,2020.4.21 23:00,4.8,,2.9,290,40,1006.3,2.3
108,2020.4.22 0:00,5,,3.8,290,42,1006.1,2.1
108,2020.4.22 1:00,5.2,,3.6,290,41,1005.7,2
108,2020.4.22 2:00,5.3,,2.7,290,44,1005.2,2
108,2020.4.22 3:00,5.1,,3.2,290,48,1004.9,1.7
108,2020.4.22 4:00,4.7,,3.3,290,49,1004.7,1.3
108,2020.4.22 5:00,4.5,,4.3,290,45,1005.1,1.2
108,2020.4.22 6:00,4.1,,2.8,290,47,1005.8,1
108,2020.4.22 7:00,4.4,,4.2,320,47,1006.2,2.7
108,2020.4.22 8:00,4.8,,3.5,340,45,1006.2,8.3
108,2020.4.22 9:00,5.7,,3.4,320,43,1006.4,13.7
108,2020.4.22 10:00,6.6,,5.7,320,40,1006.1,19.9
108,2020.4.22 11:00,7.2,,5.3,320,37,1006.2,20.5
108,2020.4.22 12:00,7.6,,5.6,290,37,1005.9,18.7
108,2020.4.22 13:00,7.7,0,5.4,270,42,1005.5,18.4
108,2020.4.22 14:00,7.9,,4.6,290,42,1005.3,18.3
108,2020.4.22 15:00,7.8,0,5.2,270,47,1004.9,19.4
108,2020.4.22 16:00,7.3,,4.7,290,51,1004.9,15.1
108,2020.4.22 17:00,7.2,0,3.4,290,52,1004.7,13
108,2020.4.22 18:00,7,0,4.1,320,48,1005,9.5
108,2020.4.22 19:00,6.8,,4.5,320,47,1005.4,7.6
108,2020.4.22 20:00,6.4,,3.9,320,50,1006.2,6
108,2020.4.22 21:00,6.1,,4.6,320,48,1007,4.4
108,2020.4.22 22:00,5.5,,3.9,290,50,1007.3,3.2
108,2020.4.22 23:00,5,,3.3,290,52,1007.4,2.5
108,2020.4.23 0:00,4.6,,2.9,290,56,1007.4,2.1
108,2020.4.23 1:00,4.2,,2.3,290,59,1007.1,1.5
108,2020.4.23 2:00,3.8,,1.8,320,61,1006.5,1
108,2020.4.23 3:00,3.7,,2.1,290,64,1006.3,0.8
108,2020.4.23 4:00,3.4,,0.9,290,65,1006,0.3
108,2020.4.23 5:00,3,,1.4,270,67,1006.2,0
108,2020.4.23 6:00,3,,2.3,250,70,1006.5,0.1
108,2020.4.23 7:00,3.7,,2.2,290,70,1007.2,2.3
108,2020.4.23 8:00,5.9,,3.3,290,63,1007.1,9.1
108,2020.4.23 9:00,7.7,,3.8,290,55,1006.9,15.2
108,2020.4.23 10:00,9.5,,4,290,42,1006.5,22.1
108,2020.4.23 11:00,10.4,,5.7,320,29,1005.9,26.6
108,2020.4.23 12:00,11.7,,4.2,290,30,1005.2,29.9
108,2020.4.23 13:00,12.3,,4.6,290,37,1004.6,32.8
108,2020.4.23 14:00,12.4,,4.6,290,39,1004.2,31.6
108,2020.4.23 15:00,12.6,,5.8,270,36,1003.7,29.3
108,2020.4.23 16:00,12.5,,5.7,270,34,1003.2,27.7
108,2020.4.23 17:00,11.7,,5.2,290,31,1003.5,22.3
108,2020.4.23 18:00,10.5,,5.6,290,32,1004,13.3
108,2020.4.23 19:00,8.9,,4.7,290,38,1004.4,8.8
108,2020.4.23 20:00,8.1,,3.4,270,43,1005,6.6
108,2020.4.23 21:00,7.6,,3.5,290,42,1005.7,5.4
108,2020.4.23 22:00,7.1,,3.6,290,41,1006,4.4
108,2020.4.23 23:00,6.6,,2.8,290,47,1006.1,3.8
108,2020.4.24 0:00,6.2,,2.2,290,53,1006.1,3.4
108,2020.4.24 1:00,5.6,,1.9,290,57,1005.8,2.6
108,2020.4.24 2:00,5.4,,2.2,290,62,1005.6,2.4
108,2020.4.24 3:00,5.2,,2,290,67,1005.5,2.1
108,2020.4.24 4:00,4.9,,1.7,320,70,1005.2,1.6
108,2020.4.24 5:00,4.5,,1.5,290,73,1005,1
108,2020.4.24 6:00,4.3,,0.3,0,73,1004.7,0.7
108,2020.4.24 7:00,4.4,,0.1,0,77,1004.5,2.8
108,2020.4.24 8:00,7.2,,3,230,62,1004.1,10.9
108,2020.4.24 9:00,9.2,,4.1,230,57,1003.6,15.8
108,2020.4.24 10:00,11.2,,4.6,250,44,1003.5,22.7
108,2020.4.24 11:00,12.8,,6.7,250,29,1003.3,28.5
108,2020.4.24 12:00,13.4,,7.6,250,38,1003,32.3
108,2020.4.24 13:00,13.3,,7.4,270,43,1002.8,32.8
108,2020.4.24 14:00,14.2,,6.7,270,44,1002.5,35.1
108,2020.4.24 15:00,13.7,,7.4,250,44,1001.9,32.2
108,2020.4.24 16:00,14,,6.1,270,42,1001.5,29.4
108,2020.4.24 17:00,13.7,,6.2,270,45,1001.4,24.1
108,2020.4.24 18:00,12.8,,5.5,230,56,1001.6,15.9
108,2020.4.24 19:00,11.4,,2.6,270,61,1001.8,11.1
108,2020.4.24 20:00,10.9,,3.7,270,59,1002.2,9.1
108,2020.4.24 21:00,10.7,,3.4,250,57,1002.4,8
108,2020.4.24 22:00,10.4,,4.2,230,58,1002.2,7.4
108,2020.4.24 23:00,10.1,,2.7,230,55,1002,6.7
108,2020.4.25 0:00,9.9,,2.4,200,53,1001.7,6.3
108,2020.4.25 1:00,10.2,,2.7,230,53,1001.3,6.2
108,2020.4.25 2:00,10.4,,4.2,230,52,1000.7,6.5
108,2020.4.25 3:00,10,,2,230,54,999.8,5.7
108,2020.4.25 4:00,10.6,,4.1,250,52,999.2,6.3
108,2020.4.25 5:00,10.7,,2.9,250,52,998.5,6.3
108,2020.4.25 6:00,10.7,,3.6,230,54,998.4,6.3
108,2020.4.25 7:00,11.2,,3.2,230,53,998.4,8.4
108,2020.4.25 8:00,12.6,,4.3,250,50,998.7,13.9
108,2020.4.25 9:00,13.8,,4.7,250,53,998.3,18.5
108,2020.4.25 10:00,15.4,,5.2,250,53,998.3,26.1
108,2020.4.25 11:00,15.7,,6.1,270,54,998.3,25.7
108,2020.4.25 12:00,15.8,,6.7,270,57,998,27.1
108,2020.4.25 13:00,16.6,,4.6,250,55,997.5,29.8
108,2020.4.25 14:00,16.9,,4.4,250,54,997.5,33.2
108,2020.4.25 15:00,16.8,,5.4,290,54,997.3,29.6
108,2020.4.25 16:00,16.5,,4,270,53,997.4,26.1
108,2020.4.25 17:00,15.9,,4.2,270,54,997.8,20.6
108,2020.4.25 18:00,15.5,,3.8,290,54,998,18.2
108,2020.4.25 19:00,14.7,,3.3,290,56,998.9,13.4
108,2020.4.25 20:00,13.3,,2.8,290,49,1000.1,10.3
108,2020.4.25 21:00,12.2,,3.2,320,48,1001.5,9
108,2020.4.25 22:00,11.1,,2,320,54,1002.7,7.6
108,2020.4.25 23:00,10.4,,1.7,290,59,1003,7
108,2020.4.26 0:00,10.1,,2.9,290,61,1003.4,6.8
